total_tasks,task_completion_rate,overdue_task_rate,blocked_task_rate,milestone_completion_rate,open_risk_rate,high_critical_risks,open_issue_rate,project_progress,risk_level
62,60.03583853935494,27.50604460010403,2.8417583097614143,19.171661379566093,79.38097427769976,0,1.1956923169412992,83.88537152999042,HIGH
33,21.764371378958018,41.18367075941779,11.16719231447993,66.7267793743442,64.46850157085018,4,58.61187522025454,92.15571524360011,CRITICAL
14,11.962016446475145,3.223601802345488,27.074882457998445,49.90881914523899,12.87915489970045,2,12.252765925747388,94.51666279729096,HIGH
11,25.11902878561508,28.69420999033614,24.650562045968513,45.54988193997275,2.948229300029148,5,42.66640184283793,38.6246090039464,CRITICAL
28,34.74835921218179,22.300571532332818,4.458942272063218,65.26959199999189,61.697716449040755,5,29.510516299971645,44.13925959813568,HIGH
75,53.112783696413906,4.386077552950374,11.490458280720416,47.73113390766979,64.26525256384352,4,24.914775513674602,99.43829135005151,HIGH
74,81.53616198716833,49.470180788076696,23.45747300536275,42.32008988538085,54.45178060340516,3,34.403411978987606,58.736855929548724,CRITICAL
46,44.95431471123703,8.990793684893461,9.566327019881387,29.711816926578507,89.57647816143137,2,5.859123027811853,99.19547572590423,HIGH
72,42.16896034043874,29.199445992561333,6.982863837625056,24.366232745439483,24.785705400157287,1,26.652700106568304,82.5470903528298,HIGH
99,15.031779026720478,49.819602425322856,6.5823475813177454,86.18545814186199,79.73906873794088,2,93.52060320915449,99.19648248922813,CRITICAL
27,25.849033082199103,29.625975459070634,24.18630676078165,72.7863907239622,91.39800041285343,0,70.34528829199135,38.40980410589337,CRITICAL
77,60.72458381048743,28.155444543200918,5.647009947157688,98.92055893641788,88.16263598977602,3,54.212460152099325,21.67789292776182,CRITICAL
9,18.123163916581255,11.631167904161954,6.564268250747318,57.38036627336598,0.06834963838308061,4,20.14643833521411,17.396506833822343,HIGH
96,25.97138853885434,40.121222229407756,26.0465129443084,15.360036656053065,14.771201898611464,5,91.72241474811186,78.56481738788973,CRITICAL
72,87.46025199323957,48.0279375137879,11.207723402501196,94.77308921212375,39.55955623538543,0,33.65610711408045,35.64730441542646,MEDIUM
25,75.91168228821768,21.843419146479114,19.177979743628672,53.84800172169673,31.728339325042565,5,96.87428963331676,70.88823783779159,HIGH
83,80.82926133360192,11.161860699032122,17.668504673493107,25.78164669911987,30.682322929795802,5,29.45172647189227,21.882287407211514,HIGH
5,95.39092937991589,47.43490799249515,11.748042818328058,99.48548174928676,96.5183940287551,0,18.208175601354736,35.23060662670903,HIGH
83,29.880572539331087,28.27751230601602,28.100633806627627,22.657903133371153,74.53433281019825,1,34.68101246832285,35.35427451841014,CRITICAL
86,89.67882280556236,4.436300628506318,21.268974394356732,67.51924191143911,88.66535152178217,3,1.139562029549801,24.92000701804743,CRITICAL
93,16.10153020578104,12.83289707713574,3.2410380364388782,10.115304174522095,38.59370979534099,5,41.965322918520734,20.802152075115135,CRITICAL
57,54.377379412646285,18.93562873871295,16.380719030353628,19.128570367340945,47.94892503971605,4,65.09695631134772,70.28023840062588,CRITICAL
25,50.61586772377673,39.95972828781697,1.0023835960571348,11.8070198497513,26.112770998226196,0,7.420040176665932,21.159994299363117,HIGH
53,24.481404542018897,3.7501210522078887,28.255024306056832,98.02373706087039,33.79505842479358,4,89.32261726464091,71.92794142622019,CRITICAL
60,94.81980322917674,8.249859738095704,26.69259811212131,24.139339959770567,10.125781097333563,1,97.43984206764716,43.88158724631135,HIGH
75,74.9834294118108,36.498700283514495,7.957943080499296,35.33707661007388,23.754828494724567,0,39.2902214614822,57.21795018603039,MEDIUM
67,23.823094106506076,18.041446061363654,12.828178723371405,36.50945040695933,66.20202260098677,4,48.03283974504083,14.213755260742387,CRITICAL
31,25.374897252300077,14.590573302305376,2.4580828413897704,85.93921669122429,30.83534001177294,3,47.09444529495895,90.01336092351977,HIGH
38,18.20231897956113,27.206301460984015,5.546436616261418,89.6943423474585,36.9401664931945,3,4.46169246978757,46.77534017101307,HIGH
38,30.361805225440023,13.42809966364748,1.8491810898029792,77.70116279037583,66.74684591345684,0,66.81411738976195,81.77711495338123,MEDIUM
57,97.36349834562182,29.486322115180176,16.608057184737266,85.67174497872254,81.84052148653736,3,96.56277040803015,70.27145357694425,CRITICAL
65,61.54428615680968,11.782100974121047,8.965563270216071,45.53239286877176,85.39398216776975,0,50.21014703156048,90.54323083980123,HIGH
78,70.97813970184272,31.01365571746515,3.6084562426629985,78.14698800752741,17.287897280649446,1,97.21648783377569,81.80376852533949,HIGH
21,13.840831057010146,3.9184261069744544,20.493764080567637,28.1727351975011,82.25640328766868,1,83.41081186760042,29.499204198838772,CRITICAL
98,92.27565432087279,3.3505976524306202,11.642974590442522,45.76194949213323,32.612680536973606,2,51.96881775420693,92.13038152440856,MEDIUM
6,80.78955749449946,31.152896429440407,15.676860313494277,47.76344508027058,41.44423987689787,1,56.65939270551065,60.35432325337716,HIGH
17,93.24353500833462,28.134187973866126,3.02971328476346,35.74835686439852,53.56334811459167,2,87.78935626960548,30.09297986618526,HIGH
88,53.70263130576976,30.44810759762176,1.123970114931403,34.78727278312784,14.385267062667372,4,68.08128632132802,43.163390336069014,CRITICAL
55,90.06167925228317,16.574703786713535,7.127378817489215,77.11748378552225,92.08349829061653,2,2.023288859327188,82.65166290400137,MEDIUM
43,37.98543680631517,42.142328430570366,25.74704349700723,71.63668244212542,97.24966426856817,1,13.438552096844047,97.5508453373145,CRITICAL
61,79.66278101745321,16.043415765993284,21.863982398086648,64.44812192097257,8.928685030293227,3,21.13905021058976,83.27709625423836,HIGH
99,53.60142967368957,25.82507091283387,11.217306290794324,15.058523836540228,79.14903920812341,0,31.112309328890888,53.145551147472766,HIGH
22,80.24647866648868,26.214310854424756,17.060168988022543,25.636362041150846,87.51805561254167,1,83.69766776086949,28.701574825806535,CRITICAL
63,14.550335352292628,18.01875408911479,5.973293171967004,43.15167348172937,46.42184637868879,3,63.5409809075844,16.7679215946165,CRITICAL
8,31.774428513065043,24.439336953328393,13.383102978225875,96.4468340452259,47.45822890615481,4,34.97599016446545,20.53379337919583,CRITICAL
38,77.406502103644,34.442526880797715,8.552081293042859,44.79091036668862,16.290740559862048,4,77.98301351436794,25.36026579458686,CRITICAL
33,68.26419025853338,33.88476230454854,8.072507378068712,46.85564768459879,2.0052357499524387,5,0.8897986070045771,91.59396661497532,HIGH
87,25.58805908339303,40.04324041622271,6.713100951699263,64.75094946069791,94.30049680580176,5,96.70244433683767,66.06032957256558,CRITICAL
59,90.59346775623254,42.57930865463212,13.76994056671829,29.63881486656383,30.214509127435196,4,82.43108214706636,42.729491297351416,CRITICAL
18,10.66128154125984,49.97146899340877,28.994563633937524,85.54405773938207,56.14571172546008,4,60.90501046380168,33.35521299406326,CRITICAL
18,53.35645769346755,16.814182694390773,8.29449749900283,39.262336325155516,27.68849302913763,5,71.10937755717917,89.7755107796886,HIGH
43,26.952407311600712,25.86467927898257,7.209062330354833,15.109720695679512,85.73153600272815,4,40.409842625655465,35.360645127831376,CRITICAL
22,74.91548778333495,32.77002852312208,29.924072987348875,33.348364544079004,41.85656860813416,3,73.67320957431123,60.387251729268954,CRITICAL
78,83.44132309475812,17.15835248177866,21.401078676215526,71.76862998394041,63.83135898776132,3,90.65265055050547,68.82750521642885,CRITICAL
69,37.01753456955949,8.499333203076825,19.728440540245497,60.242323996888295,29.37840528607596,3,12.794413969605333,29.57192580321975,HIGH
76,78.66263964873723,9.153417850629753,20.391371078697848,40.20692168846069,8.92998220194392,2,22.332792538560863,87.78606205562576,MEDIUM
58,80.92813931268394,16.565856848538825,7.8167770621711075,36.464600948530844,85.12138882114103,3,5.367695440645037,65.26769064694335,HIGH
79,94.98708856000692,3.5607868702037915,26.682781844111634,55.04296370434339,86.74977546982299,3,52.98385046299975,44.245189131318675,CRITICAL
24,22.362873325581155,10.014829539757175,12.275755402563123,61.246322917610854,90.66209345061276,3,14.322415229963848,86.92742461702602,CRITICAL
28,80.10470596904331,24.379042287405372,18.930983167880854,25.914183990711464,63.449896915267104,0,45.20532285684933,24.891324991832384,HIGH
26,61.86510241630328,7.921755868783997,23.55632717093136,80.17772106769472,12.940595756828587,3,63.34875407025942,43.32238063780529,HIGH
66,44.49847780481146,1.8862659237468993,5.982427536843509,43.579126488463395,1.4077118724632132,2,75.68477379771223,55.448209629243514,HIGH
7,70.9073327509399,31.33434643358113,7.464693686276458,72.41722724533574,34.43497740633209,1,10.270822333954621,52.81696547511008,MEDIUM
44,25.03181685414784,41.19219148372052,8.946067604824163,36.174501262853795,72.78319114468128,4,52.41176436680194,46.1981968533809,CRITICAL
92,99.59251688451356,17.136641962877995,27.041513284335736,42.332579772996915,18.842603389086943,3,1.9124733123319415,26.310529515750982,CRITICAL
21,29.00712062468302,1.0956636032807943,15.13900663755493,21.084578357586484,71.11100900958506,0,37.519243267583946,65.83050310090162,HIGH
73,66.08212995806952,29.696203393742525,1.4388112713329304,19.73021051899407,83.61200095693899,0,68.97497483774261,44.59367869205666,HIGH
53,21.12355566960137,12.636914653478687,21.056046445621643,28.49454240923585,68.574002854758,0,30.11164547567923,67.8581347286186,HIGH
89,56.82783107681529,31.13988884003249,21.02179038610239,47.6943176594283,89.86219250031876,4,71.87662245161678,16.184784001537732,CRITICAL
19,80.62840595516363,24.88695315966258,18.270054280701885,80.01630249373206,83.14988205071248,1,35.792183655080755,43.926841900187455,HIGH
25,13.546513686571178,24.817735668404634,6.23081952814845,93.98119101866897,33.06036161967014,0,1.2749401268609795,13.455269755077387,HIGH
19,85.17089487369171,33.451096525082,4.474334780002983,18.107440621833202,51.170534696465886,5,72.3576248446781,90.9540414758753,CRITICAL
87,30.804425784257134,49.4332965378802,8.880665361313154,51.78496215125335,9.980891505761747,1,87.41404491621591,85.96362514498742,HIGH
51,82.14364924214026,15.635355348138214,22.156205873765288,18.549862329752226,75.82040048412382,0,0.9672327727069829,18.14747205390578,CRITICAL
87,25.34610487207378,17.876370211887217,13.131435503458043,65.96263299992565,87.84755373974737,0,37.26221532744488,37.55865866223421,CRITICAL
19,46.069976285267764,48.1154965074877,8.154992722505703,44.71439407833828,85.0671578036584,3,64.88464838722638,80.70640791836365,CRITICAL
19,21.926041861290397,36.32055560449003,29.447075115695664,85.99148626883019,10.371310573836945,4,48.26748505403457,59.04962595140447,CRITICAL
61,26.31345044835719,18.98753895579438,10.757967444812898,12.593460661409939,68.44641333814728,5,97.34445802253693,17.412256307099504,CRITICAL
67,20.164373143639068,20.56421318675871,1.3791697613901,33.54515805056408,31.42379448738709,5,86.83322718585201,54.85770164366981,CRITICAL
100,61.89841073110416,28.25061128436957,29.336866726523954,70.28599223928839,33.83006417684232,4,68.82416434629275,63.73270652478935,HIGH
60,69.55419365613668,12.42884974253538,10.37248462372511,70.86660115216971,38.48766174067143,4,89.20618816300602,63.22683107244805,HIGH
6,67.90588449011315,7.846368665087061,25.465367243280024,86.66840363014596,86.9415634612768,0,75.14300010476109,35.46021247569264,HIGH
47,97.31305439050601,2.517535726327197,6.681195695063971,67.89855833409266,40.32769934617229,1,7.883059575479168,47.19794326364861,MEDIUM
78,50.32887270988365,42.82946120890086,13.412043597413941,20.68361668482696,49.737334806650104,5,1.7769128848935,43.32676760235549,CRITICAL
9,60.14179102643498,0.008485773916822037,2.726866407345967,64.37829484556177,61.90661537463823,2,89.01108988250624,58.42159434892884,MEDIUM
88,70.43269337012404,47.51775649966829,10.90027432709433,14.884769197501106,22.29181143963146,3,33.19726255547317,77.90455798713123,HIGH
81,52.582031298423,32.85836032155698,21.477405008494657,20.262102252016447,75.9319951079117,1,0.2196947793343007,38.73820296554989,CRITICAL
86,96.7990315108906,14.599178190414076,15.659552598124076,73.18864479339868,4.577810985503428,1,49.242214218116686,83.074672692279,MEDIUM
100,74.94031859061843,5.348075275975949,18.325552984160513,26.8789060478443,93.02162591531453,3,21.558950436894598,83.33264365222259,HIGH
29,74.51091230224087,5.3882873643746,12.434110353849908,93.39638774835797,83.7466237486465,4,12.321919033039485,89.71666371671807,HIGH
63,69.26110255001824,47.80951608128755,4.0390804329189836,54.894577789235015,53.03643475190842,0,55.32263289042434,46.116986086126644,HIGH
79,53.463876718233365,25.416644953594165,27.634869421314033,25.9482194651931,57.85543857041766,5,81.52441540984941,14.837626306738924,CRITICAL
89,64.04914196248701,44.1347931779339,15.123303580594932,44.61963748693337,97.9500760205043,5,76.23746562617927,30.991608595830566,CRITICAL
48,97.34424849208905,22.642285304068338,4.001154930482805,47.147092552685734,70.00142848971251,5,51.22946225025737,85.09207097174196,HIGH
75,87.46367915162422,35.59371781975725,28.065362323876073,66.93249560565374,20.088908232534443,4,71.43845356298945,70.22807324530847,CRITICAL
91,21.940455573202627,35.51982218402861,29.255384793503534,26.003142933178015,54.24914784305689,5,32.23813974138552,15.963498966944414,CRITICAL
50,60.60521903062829,29.140313554792918,28.28020952652929,73.91112683395306,67.42434855391734,4,28.592798022536357,85.49360368495215,HIGH
6,57.04569875882821,1.263607062723604,4.359801348983866,70.32287608902476,19.99024172647168,1,98.35323936240043,69.92208122315478,MEDIUM
23,85.54436330186542,34.5297425182005,8.854216978848179,77.82345532406485,3.2306383242327152,3,10.24800063379766,87.46336049716898,MEDIUM
99,60.569648503033314,11.215369307403538,19.413583329603945,44.99979958969051,51.09223036788938,5,28.763865450722026,68.12688901620425,HIGH
53,44.87991837777913,47.835098500591336,29.27468166168379,38.13885828051707,55.212459753306355,0,74.3669966245749,24.2932861592871,CRITICAL
61,84.698513375963,45.57431885368693,21.138872066783634,68.28691469950004,75.51077052085499,4,73.84500324978454,23.66456276725188,CRITICAL
97,96.78608408134276,14.708886090224576,5.322776954647895,71.43929665313817,18.697658153232368,1,73.50794860262188,16.338612070931724,MEDIUM
10,48.56570329606608,27.829931029766648,3.9019959034611684,62.558745191553804,25.501614813242202,2,46.63313382095791,94.06197279473052,HIGH
10,23.833304521266676,16.131501494675998,1.5256632358568034,93.91436790140718,61.560867609933,5,30.115481831543846,80.04127732965584,HIGH
75,42.22770293473654,39.201572428525076,9.535770161165685,29.79658138848017,18.386909753535896,0,78.62582393373575,20.140196789156406,CRITICAL
74,58.33323572805178,4.597277696953323,6.635942433043583,29.201842916757634,33.18835149039815,2,29.357435717020387,95.27928625421443,MEDIUM
84,57.744900604614216,49.83155413021694,24.710652027756066,98.30198778537668,0.8803696295037411,5,34.60072908227685,27.833048261159377,CRITICAL
87,65.23309873547149,31.0565848811817,28.766904482218006,71.42962246916753,32.09370105070815,0,38.58759347840439,56.322544729543345,HIGH
41,12.223515674622599,25.843391128670074,23.11482966876582,56.287815587621225,50.873559300271346,3,4.385166091050174,90.33675284605606,CRITICAL
29,38.82814814336987,4.117272402425042,2.87869293258968,97.44658929157896,77.33185182360918,4,0.7330586216845125,11.219823099853393,HIGH
90,66.65630355196002,10.658756593223979,20.562155490564432,85.20985699708322,20.557956798191523,5,87.86372317092412,75.43062831196666,HIGH
60,68.19050433865108,46.987555575415676,22.406724770227864,23.837911949588097,45.92252352600417,2,3.788631474614812,11.958562770154073,CRITICAL
27,81.47933082783013,27.90421026589054,17.248868827883747,30.4881071447491,25.864795899117567,3,45.112566374404174,43.42256196690632,HIGH
45,11.520187147372715,33.66493661638564,16.045031101830062,67.72804718334757,61.83493589106022,5,58.56080133133892,71.5837929813852,CRITICAL
14,42.1930124873243,25.14184754570407,8.695097965052401,71.72907931448194,60.65658411868306,2,76.52742410204625,46.57923419948137,HIGH
55,83.99101331431481,1.5409575678362208,4.689704224497323,29.787915291445927,74.67539116069119,4,29.497846931319128,65.23433855687958,HIGH
43,70.95601409545563,45.70844581923089,23.85051366697378,75.63921189542603,37.3130514900324,0,55.35241877642789,57.73162583582488,HIGH
20,13.759582642113301,28.63592974716979,11.82245102610112,59.277290517301445,8.512685674943887,1,74.82965867327934,90.83690571758186,HIGH
49,29.056324862978638,45.28140151721667,25.543765540246522,22.82096054021934,18.399272278538316,4,83.47483668680621,23.460990457900916,CRITICAL
28,70.38801202155206,28.364632223640058,1.6316491778316444,77.59376327628857,99.00764226489741,4,46.12652036895939,57.21813791952084,HIGH
42,70.45167242037243,12.534380740747746,5.92252777343748,62.25360880678248,95.15399063441971,2,12.821514659595156,67.2699331662105,MEDIUM
17,35.6623429488869,3.4904442355478515,5.8049570734320435,53.727510724649854,32.83460782195809,5,30.567548940672072,60.496143620293736,MEDIUM
77,61.01757036748833,40.384988232081064,28.759767657885117,25.177555981538216,31.32147807342941,1,71.21991272256986,65.87966171228726,CRITICAL
40,85.60990529025898,6.715291619144442,21.98918387254244,89.00972465571654,46.28483760756102,2,77.47669615259156,51.26228133148568,HIGH
18,25.81931448057028,30.331383303543063,25.25378986014782,87.28422898337193,14.00016687161999,4,19.643192934419694,74.68673861922251,CRITICAL
85,16.881614070149382,3.7699978396688314,0.5589088461370606,55.64604801570165,3.1194231008309092,4,57.8900787272561,78.07402421573885,HIGH
32,91.56732196583648,27.579699926307917,16.304079717543555,99.88553575106666,47.21039507829259,1,36.58186301030095,26.21413152431373,HIGH
80,75.9904144491611,14.549958010718694,13.941034265113583,55.937079400940696,39.67851576497075,4,1.0591683258700968,27.693676431166182,HIGH
83,71.5745491156423,37.86030356367554,4.211120779712597,24.3300176123013,56.635725459986794,4,65.94133069529768,96.93487818456374,CRITICAL
99,75.88040272530397,46.95876291349364,1.2125947815520566,78.53251400506342,23.17499076043156,2,36.943518544747434,9.066801879671454,HIGH
31,56.60967068147173,39.57302285777455,11.642793298439878,92.61117496280305,88.1551981318276,0,98.05897820631023,35.78675545607787,CRITICAL
95,97.15972607525856,31.678349088745993,8.204859458254038,76.77187363578712,57.86314349200581,4,17.384981644645002,67.09915474771901,HIGH
51,62.891094228627445,44.91133087704669,2.335124131291262,32.64277692041985,97.2674108350593,1,51.63717821675703,38.52531073717394,CRITICAL
49,53.8175406406758,24.105504485656297,18.126329408570605,55.165328602366756,13.896830707712994,1,22.999076602673696,53.881420948582246,MEDIUM
40,29.036539372217927,9.34528379043838,10.866688326452731,74.55724376086859,11.833022282354266,1,41.46136850951062,36.37135269808984,HIGH
19,53.33649844505375,23.940732136004105,6.321118531552903,24.512163387636317,83.33649963952541,0,24.36703074212695,17.149085920164126,HIGH
80,24.50162263307842,31.477021244407748,1.175725957184507,61.50423693074181,5.591200416044417,2,92.2446870655101,54.080865800623904,HIGH
56,63.94217705154367,28.18023511678826,0.5586010691171073,74.75925695536799,66.17450626291581,2,94.72538686226942,25.576374699729076,HIGH
82,99.34982413371809,43.36511994960472,5.117003519690888,84.73272172338527,60.08387144112001,4,82.04531801304974,22.278994427659466,CRITICAL
89,55.972441761246785,8.386085079679933,20.56773491412504,93.01167503604526,59.65333624973594,0,22.981378717877977,41.61887886047552,HIGH
18,11.490636454607316,26.135567150857923,27.280176692685377,71.59310480789506,82.65141855892627,4,9.62985767232044,50.20757262150035,CRITICAL
83,63.983241718361455,43.8876318871484,15.942898505180152,77.71448359322902,9.318996580124594,5,13.032884077716433,62.3300918283475,HIGH
5,90.72720575627785,38.74352115339016,19.476952053196015,56.983980669539875,37.037745024878014,0,69.76428071395793,45.750845125326464,HIGH
66,81.06000266358592,19.061824809952753,17.671442584236196,76.72546380540206,76.15392270474919,5,57.61208168992169,45.421492701164595,CRITICAL
37,52.9427113304086,11.625644531132783,25.771597419042344,35.49400012080602,87.67663131932245,3,25.780497632191334,5.519598144062893,CRITICAL
100,81.04802340746124,28.89935729002231,3.5348581194345305,10.647464720552332,65.45461208031973,5,80.42871528558561,43.840282331523525,CRITICAL
18,23.930072250563224,32.578796738896585,7.608981786959519,86.94792336411356,42.35615474333632,2,61.1880677011315,99.22087404621796,CRITICAL
55,77.94747105488501,20.66140791479682,23.513652508906127,53.422098130619254,37.0212968879147,4,48.37601576281908,98.90828508237036,HIGH
78,40.99206737933683,35.27473039855426,22.07347291813832,86.94990305412372,65.9282849126203,5,22.977130447771298,79.39537973280687,CRITICAL
25,19.025075579443815,25.417177155822852,23.58243368680131,82.07683600151434,61.40253670294389,5,70.67899335328698,20.27011086765564,CRITICAL
86,10.476157012531477,4.554429211935202,4.359853075072611,93.32756090180642,43.5377434552764,0,26.30919979644585,40.22933697405289,HIGH
82,13.397980445657105,19.2163005213011,29.533443018938197,65.25690316450425,52.10055432205589,5,96.35298222115082,10.45898828538511,CRITICAL
27,67.62621830771232,21.948602427061793,6.051217284180438,69.11958004361585,80.39099091153837,2,19.474649454362204,79.47614730860231,HIGH
70,56.42322683975455,11.58354864090308,5.084486754393065,13.24550198299139,23.925662528737725,0,97.5645900945699,13.25006719453356,HIGH
40,80.17055910787755,17.6563831678264,11.854293511536186,62.74721486887287,51.774270098929485,5,70.36219244347302,92.32185500536677,HIGH
75,35.60444083327415,41.488240122464994,27.450269218444618,41.32857234234182,96.32876650654887,2,22.629551296206863,96.49042825013319,CRITICAL
63,93.67424567309082,28.745336087290735,7.8332251701581725,46.64211634964815,10.646495639257658,0,50.31691662538932,37.29675997023634,MEDIUM
19,82.26480183151216,47.83546747926376,26.28339138729201,83.18326146457368,57.4893878773909,5,44.27686405633051,40.82262667641801,CRITICAL
66,79.29704734604502,37.87366425233362,28.83716175904843,51.296358640071155,46.07204414645122,4,86.20232792746327,50.787165396254416,CRITICAL
38,16.07988345951282,31.683089877909428,29.825941000964267,70.922167845859,22.99301385891541,2,41.242597218934954,38.544145219533895,CRITICAL
73,10.875087254298244,41.60885224616143,7.447728280862326,18.370848714588256,67.36979167818137,2,7.6028820533689085,93.48264278438795,CRITICAL
65,38.24855016036639,10.928306689231187,17.211378574909816,26.45060073763601,74.61562580101736,1,49.89993403636831,23.968321213959374,CRITICAL
99,31.785086606046736,13.270268666289237,6.876225963853274,85.1446432059451,83.63347099616892,2,15.599556847615892,15.135482560012163,HIGH
15,70.82309123888739,33.1712039160225,18.414809258272573,78.78197913719742,54.14739546030245,0,84.80105957559651,40.26367086144842,HIGH
45,54.310633993379085,49.26806646622242,26.90999319579885,88.1891952062098,49.08053516065467,4,28.026662318318706,26.098814392582263,CRITICAL
78,21.542135513375214,26.286772191252528,12.695276024562133,94.568897922852,3.256264703329803,2,39.37169228523979,70.202171420387,HIGH
27,51.147643088442436,6.018409020544796,15.54615418465523,38.40861389062516,0.8418604819625419,5,21.075238570144773,60.19578080304744,HIGH
46,42.54420932494124,43.09210116405068,5.614573258585496,33.65641311811301,26.94082295249801,4,34.3096460148127,22.47179904865586,CRITICAL
59,28.94792338995907,35.03563134081504,11.169288836064482,86.88934785167376,27.962953188068408,1,57.14097181792495,98.03088292263305,CRITICAL
92,30.571007454970175,4.993487045472655,8.098473207076097,31.222465559695685,43.22187517308349,3,19.60632141369859,81.00355853229055,HIGH
99,23.459325153893463,40.28341807787951,5.2982182997883855,54.96380435006656,99.55617702996015,5,51.70069749205006,73.4532313048399,CRITICAL
67,37.00307639381038,28.10692260358556,17.035035576159352,45.85617116769948,69.05431759606442,0,21.546732495589605,29.157519864076708,HIGH
85,18.667169812969362,37.229661023116314,7.793073660350297,42.42759220623599,55.74914882469517,2,34.41402764606127,44.11728595582814,CRITICAL
49,88.0631725576723,48.1558280458957,5.968743319106196,61.83050117260138,64.9130951899575,1,97.9373133035817,32.03782952379702,HIGH
46,70.58735561326151,24.37468721521808,22.09578494286465,90.06692042243985,38.10709984128457,2,46.37520807364,95.87647094399178,HIGH
26,67.65225874405013,46.428333348553,12.654494635300354,65.10791243201032,40.47727201052067,0,7.911192746460049,37.644421321754926,HIGH
45,38.519041752600515,14.567817639720992,8.024171726119137,68.01798638396694,27.1248101351349,3,78.09740369230991,94.18313432112826,HIGH
100,62.82277961734095,48.27630164112473,12.419671826210195,26.54975791930456,2.3101092316507588,5,23.462719218449703,28.90646595017274,CRITICAL
100,73.06272355822158,4.003236893777356,5.007313951189573,19.270838265119746,6.379239959116023,3,54.84337438182938,7.504666769792898,HIGH
55,57.158451220763276,49.80068656923294,3.117852120649575,65.6291954515479,8.431126665199296,3,30.93706535499986,28.502669334943263,HIGH
41,49.884438413256866,6.320585359363667,15.802270137932398,25.354718585099402,3.5154980894544163,2,86.03688174133926,35.894125082365484,CRITICAL
65,52.047412900241746,43.54491365722721,28.0457271499368,59.36907470253143,13.511490799145587,5,53.928756845769755,61.128938025016325,CRITICAL
63,66.79427703769537,31.792556821291782,16.919534601638624,57.11138239190567,63.952824871081205,2,90.8923151695492,50.756909856710365,HIGH
34,82.42369896218077,22.093015278826723,10.973499658451335,33.38263395439519,30.357291557308898,0,52.331624042525725,77.03787763085154,MEDIUM
22,40.94964255249948,23.459897762201308,0.24951331789119902,92.98795561696475,94.69575118681244,3,29.96105179871067,77.75757432648058,HIGH
42,63.73033770031769,39.83836919338181,16.4463658720949,26.97138813924959,88.21620684903439,3,39.47520796201833,20.510602056377436,CRITICAL
99,68.1391719361774,41.42134278206455,6.617772786985397,17.12887598575312,62.532301425607365,4,76.45382940766146,91.44566832673206,CRITICAL
93,71.61762613406674,14.233842733672647,22.28780676393455,82.79277841891334,41.290387651324735,0,18.24071790026428,32.511553432672116,MEDIUM
86,50.98087113794421,22.638361629893677,21.014177938421167,54.279641262449694,32.06437231555238,1,4.963207222309862,55.822221540677795,HIGH
28,97.50993444923023,14.10572687879023,3.751176084994362,49.45749719023433,0.8204089349586496,0,15.068369369748858,51.8900575535958,LOW
48,47.82187244327293,39.28626693765162,14.951872676155741,43.42573733427823,69.69348027663284,0,33.024864703583034,85.13689843046747,HIGH
23,15.043450996170353,38.78264553562617,2.1415408424717053,52.313209893884775,19.21922929264528,2,81.72507239995703,83.68394450246149,HIGH
20,97.71386525879137,35.734126064539836,11.54393697631925,97.74749927123251,24.716219110503047,0,19.917987630393075,74.85566402408939,MEDIUM
17,56.902520805155554,49.105792570280705,14.184766349745455,71.3298088052068,31.210936558406978,2,15.861143640551155,74.18252240127072,HIGH
100,94.36788312690105,26.04631264587548,7.599382210052666,67.46680108378214,19.872363180239983,0,86.36576657496003,25.68988366023477,MEDIUM
19,31.236925400508984,21.70808252860363,0.45203115806587424,81.49513576067241,58.469686001278156,3,78.91437801948885,5.848336309487504,CRITICAL
10,62.296932045465496,34.53757072808991,20.652196168052914,23.94927481879204,77.07970000019661,1,15.76984561973751,13.683147468900234,CRITICAL
84,40.457988707545326,48.482585324709525,22.78680494989432,15.40471021368922,35.551767531465664,1,70.1328140023003,80.18929321469521,CRITICAL
21,53.90585937306819,15.836977951852866,16.75051326794069,68.01813817100805,34.73177388722104,3,73.31888317537702,7.028519105007856,CRITICAL
53,42.23507475253883,6.736608688047613,26.95989132810128,53.677191984626184,43.75000041650592,2,54.27340768056942,51.558739602779625,HIGH
77,26.796405605419345,17.383233950913272,21.972072303681383,34.779201657247285,83.13495933911199,4,16.034340909776525,55.45805588161513,CRITICAL
62,36.61053950896613,13.167463444771599,11.013381210136185,10.064784585182453,63.80260624435374,3,73.36577414388529,88.87857539041627,CRITICAL
84,87.1146359500793,38.80082838989694,7.163596746480634,74.89032064155309,65.82894173798199,4,81.90497337839815,23.037597982485792,CRITICAL
92,54.77942436125925,27.573390362460724,18.391177270515804,39.03400359215146,64.09039297850731,0,9.62562972545663,67.59464786451,HIGH
10,85.16740221084623,6.488713316112305,26.204783327417168,28.18711258199039,48.53702872366953,0,3.1817149899990627,65.96640847212416,HIGH
54,69.21291324564716,26.291068130720586,21.03942064724138,33.034467730058026,36.63540200942962,4,71.78451945697812,6.243180434182637,CRITICAL
31,69.01744257082413,46.42018597191845,24.962330925454975,52.12532290884699,63.89167164318277,2,55.801988947002165,94.13316648148675,CRITICAL
58,83.98238646400107,39.71247885690398,1.7490007334149527,65.5239992881075,52.90208312917735,5,7.03881296102441,33.870932142465264,HIGH
32,96.45280708934123,4.855962507883127,21.755157984275666,57.84949462622253,18.94604131066757,4,65.68765137252437,59.15262855146735,HIGH
